Fold,Avg Precision,Avg Recall,Avg F1
fold_1,13.333333333333332,3.076923076923077,5.000000000000001
fold_2,0.0,0.0,0.0
fold_3,13.333333333333332,1.0256410256410255,1.9047619047619047
fold_4,6.666666666666666,5.0,5.7142857142857135
fold_5,24.999999999999996,17.36111111111111,19.64285714285714
