Fold,Avg Precision,Avg Recall,Avg F1
fold_1,6.0,8.333333333333332,6.493506493506493
fold_2,8.0,22.857142857142854,11.400560224089634
fold_3,6.0,2.481203007518797,3.333333333333333
fold_4,4.0,10.0,5.714285714285714
fold_5,10.0,31.349206349206348,13.90608875128999
