Fold,Avg Precision,Avg Recall,Avg F1
fold_1,22.0,13.611111111111109,16.791208791208792
fold_2,28.0,23.88888888888889,24.91256807046281
fold_3,20.0,5.957747585015314,8.337218337218335
fold_4,26.0,17.39819004524887,20.775424253685124
fold_5,42.5,26.004273504273506,31.103331451157537
