Fold,Avg Precision,Avg Recall,Avg F1
fold_1,24.0,5.734501347708894,9.11456359732222
fold_2,32.0,14.019383394383393,19.05936011199169
fold_3,24.0,4.638095238095238,7.359577806304378
fold_4,40.0,13.01659125188537,19.560825647782167
fold_5,60.0,17.26478494623656,26.010737628384682
