Fold,Avg Precision,Avg Recall,Avg F1
fold_1,36.666666666666664,19.482529854046884,24.851967955416228
fold_2,33.333333333333336,22.46031746031746,25.739348370927317
fold_3,36.666666666666664,21.709401709401707,26.76972624798712
fold_4,40.0,27.264957264957264,32.302277432712216
fold_5,30.0,9.059588129355573,13.830153101763457
