Fold,Avg Precision,Avg Recall,Avg F1
fold_1,0.0,0.0,0.0
fold_2,11.111111111111109,2.2222222222222223,3.703703703703704
fold_3,0.0,0.0,0.0
fold_4,0.0,0.0,0.0
fold_5,0.0,0.0,0.0
