Fold,Avg Precision,Avg Recall,Avg F1
fold_1,53.333333333333336,2.6816207803001206,5.084284048685343
fold_2,73.33333333333333,4.913793601043596,9.132906894100923
fold_3,60.0,4.397664879880206,8.160034231921266
fold_4,66.66666666666667,4.749464529110145,8.858869461091937
fold_5,60.0,1.7754193829925324,3.4458433665864003
