fold_1,23.333333333333332,16.50641025641026,19.286510590858416
fold_10,30.0,3.706896551724138,6.583210603829161
fold_2,13.333333333333334,10.0,11.393939393939393
fold_3,10.0,8.333333333333334,9.090909090909092
fold_4,43.333333333333336,30.240429505135385,34.2094782954998
fold_5,10.0,5.88235294117647,7.4074074074074066
fold_6,15.0,5.742296918767507,8.090957165520887
fold_7,40.0,22.435897435897434,28.333333333333332
fold_8,5.0,3.8461538461538463,4.3478260869565215
fold_9,5.0,3.3333333333333335,4.0
