fold_1,44.444444444444436,9.049773755656108,15.0
fold_10,33.33333333333333,1.268071551090419,2.4226569608735216
fold_2,44.444444444444436,9.365079365079366,15.468409586056644
fold_3,33.33333333333333,7.777777777777778,12.592592592592593
fold_4,44.444444444444436,10.069444444444445,15.333163568457687
fold_5,33.33333333333333,5.555555555555555,9.523809523809524
fold_6,49.99999999999999,6.3501144164759715,11.131725417439702
fold_7,100.0,13.663967611336032,23.981191222570533
fold_8,33.33333333333333,7.142857142857142,11.764705882352942
fold_9,33.33333333333333,7.6923076923076925,12.500000000000002
