fold_1,13.333333333333334,17.316017316017316,14.939309056956114
fold_10,20.0,4.172932330827067,6.7700258397932815
fold_2,20.0,21.48148148148148,20.701754385964914
fold_3,16.666666666666668,19.444444444444443,17.93372319688109
fold_4,20.0,18.055555555555554,18.385780885780886
fold_5,15.0,13.636363636363635,14.285714285714286
fold_6,30.0,18.75,22.459893048128343
fold_7,30.0,22.05128205128205,25.391304347826086
fold_8,10.0,11.11111111111111,10.526315789473685
fold_9,10.0,16.666666666666664,12.499999999999998
